date,nav,scheme_code,scheme_name,fund_house
2013-10-18,32.4268,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-21,32.4775,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-22,32.4872,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-23,32.5233,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-24,32.5346,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-25,32.5173,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-28,32.5484,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-29,32.6515,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-30,32.6125,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-10-31,32.6518,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-01,32.6454,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-04,32.6618,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-05,32.7174,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-06,32.6265,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-07,32.5983,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-08,32.5316,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-11,32.4955,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-12,32.3947,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-13,32.4322,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-14,32.4418,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-15,32.4474,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-18,32.4751,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-19,32.5017,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-20,32.5391,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-21,32.488,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-22,32.5096,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-25,32.5583,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-26,32.5796,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-27,32.6643,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-28,32.7085,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-11-29,32.7537,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-02,32.7932,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-03,32.7924,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-04,32.7606,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-05,32.8103,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-12-06,32.8026,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
